video_type,file_name,cur_frame,prev_frame,cur_ts,prev_ts,scene_change,dhash8_dif,dhash16_dif,dhash32_dif,ahash8_dif,ahash16_dif,ahash32_dif,phash8_dif,phash16_dif,phash32_dif,whash8_dif,whash16_dif,whash32_dif,colorhash3_dif,colorhash8_dif,color_shot
nomicro_fast_ad,Meet iPhone X — Apple - YouTube,1224,1223,00:00:51:01,00:00:51:00,False,22,74,310,8,27,100,24,100,408,8,37,235,1,10,False
nomicro_fast_ad,Meet iPhone X — Apple - YouTube,1264,1263,00:00:52:17,00:00:52:16,False,31,113,418,32,99,382,36,132,526,24,114,446,0,4,False
nomicro_fast_ad,Meet iPhone X — Apple - YouTube,1294,1293,00:00:53:23,00:00:53:22,False,26,118,406,25,106,435,24,128,522,28,118,476,0,2,False
nomicro_fast_ad,Meet iPhone X — Apple - YouTube,1372,1371,00:00:57:05,00:00:57:04,False,27,105,365,29,112,466,24,130,506,28,114,445,4,19,False
nomicro_fast_ad,Meet iPhone X — Apple - YouTube,1373,1372,00:00:57:06,00:00:57:05,False,33,129,540,37,151,606,34,130,510,38,152,566,6,10,False
nomicro_fast_ad,Meet iPhone X — Apple - YouTube,1460,1459,00:01:00:21,00:01:00:20,False,39,92,386,16,60,285,24,114,510,18,55,249,3,11,False
nomicro_fast_ad,Meet iPhone X — Apple - YouTube,1485,1484,00:01:01:22,00:01:01:21,False,37,156,458,24,92,362,24,136,476,18,88,314,1,10,False
nomicro_fast_ad,Nike - Write the Future - YouTube__EXP,309,308,00:00:12:09,00:00:12:08,False,31,108,457,24,101,443,24,114,510,24,112,466,2,15,False
nomicro_fast_ad,Nike - Write the Future - YouTube__EXP,424,423,00:00:16:24,00:00:16:23,False,14,43,174,15,53,216,24,76,314,18,74,286,4,19,False
nomicro_fast_ad,Nike - Write the Future - YouTube__EXP,748,747,00:00:29:23,00:00:29:22,False,18,84,405,26,121,486,28,108,466,26,118,464,1,7,False
nomicro_fast_ad,Nike - Write the Future - YouTube__EXP,2017,2016,00:01:20:17,00:01:20:16,False,33,124,519,27,112,446,32,136,494,24,102,416,1,8,False
nomicro_fast_ad,Nike - Write the Future - YouTube__EXP,2019,2018,00:01:20:19,00:01:20:18,False,38,137,500,33,138,505,30,128,494,32,128,506,4,10,False
nomicro_fast_ad,Nike - Write the Future - YouTube__EXP,2020,2019,00:01:20:20,00:01:20:19,False,45,141,549,29,111,453,40,146,500,26,108,438,1,9,False
nomicro_fast_ad,Nike - Write the Future - YouTube__EXP,2393,2392,00:01:35:18,00:01:35:17,False,20,83,324,14,64,248,26,100,358,14,64,244,4,14,False
nomicro_fast_ad,Nike This is us,671,670,00:00:26:21,00:00:26:20,False,13,63,265,27,110,423,20,84,324,26,120,450,3,13,False
nomicro_fast_ad,Nike This is us,672,671,00:00:26:22,00:00:26:21,False,15,75,287,22,96,349,18,88,328,24,108,438,9,30,False
nomicro_fast_ad,Nike This is us,685,684,00:00:27:10,00:00:27:09,False,25,84,273,24,102,409,16,68,286,26,90,335,9,36,False
nomicro_fast_ad,Nike This is us,686,685,00:00:27:11,00:00:27:10,False,26,88,287,23,100,403,16,68,282,24,88,322,9,41,False
nomicro_fast_ad,Nike This is us,698,697,00:00:27:23,00:00:27:22,False,18,66,282,26,112,419,20,88,296,26,96,376,11,38,False
nomicro_fast_ad,Nike This is us,699,698,00:00:27:24,00:00:27:23,False,18,69,274,25,116,414,18,90,304,26,94,366,9,38,False
nomicro_fast_ad,Nike This is us,866,865,00:00:34:16,00:00:34:15,False,34,117,444,37,141,551,32,132,516,40,146,578,8,21,False
nomicro_fast_ad,Nike This is us,867,866,00:00:34:17,00:00:34:16,False,24,125,477,37,137,550,30,148,538,32,132,507,4,21,False
nomicro_fast_ad,Nike This is us,869,868,00:00:34:19,00:00:34:18,False,35,110,503,38,152,573,30,140,542,36,150,578,3,7,False
nomicro_fast_ad,Nike This is us,911,910,00:00:36:11,00:00:36:10,False,20,95,393,40,117,478,32,122,510,32,124,504,3,12,False
nomicro_fast_ad,Nike This is us,912,911,00:00:36:12,00:00:36:11,False,28,102,423,27,98,382,24,96,452,26,86,398,3,4,False
nomicro_fast_ad,Nike This is us,1265,1264,00:00:50:15,00:00:50:14,False,29,92,302,10,46,185,34,120,510,6,33,109,2,6,False
nomicro_fast_ad,Nike This is us,1266,1265,00:00:50:16,00:00:50:15,False,22,85,279,10,39,148,38,126,536,10,30,125,0,8,False
nomicro_fast_ad,Nike This is us,1267,1266,00:00:50:17,00:00:50:16,False,19,58,235,10,34,111,26,124,522,13,50,197,5,15,False
nomicro_sport,Nike What will they say about you_EXP,144,143,00:00:05:19,00:00:05:18,False,37,107,403,20,61,254,28,114,464,16,62,244,3,20,False
nomicro_sport,Nike What will they say about you_EXP,459,458,00:00:18:09,00:00:18:08,False,16,108,427,10,30,117,20,116,458,10,38,148,0,6,False
nomicro_sport,Nike What will they say about you_EXP,719,718,00:00:28:19,00:00:28:18,False,34,128,485,29,120,479,36,128,520,30,120,476,2,10,False
nomicro_sport,Nike What will they say about you_EXP,721,720,00:00:28:21,00:00:28:20,False,22,96,372,28,108,435,22,100,484,36,128,512,1,7,False
nomicro_sport,Nike What will they say about you_EXP,910,909,00:00:36:10,00:00:36:09,False,32,100,381,38,145,566,30,110,512,34,142,570,1,10,False
nomicro_sport,Nike What will they say about you_EXP,1035,1034,00:00:41:10,00:00:41:09,False,33,133,497,36,135,529,34,124,512,34,138,540,7,18,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,1481,1480,00:00:59:06,00:00:59:05,False,14,49,226,10,37,136,20,84,282,14,42,158,0,6,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,1482,1481,00:00:59:07,00:00:59:06,False,12,30,206,9,30,106,14,80,302,6,32,128,0,1,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,1490,1489,00:00:59:15,00:00:59:14,False,19,70,277,8,41,158,22,102,420,12,48,186,0,3,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,1495,1494,00:00:59:20,00:00:59:19,False,20,46,233,11,39,151,20,76,312,8,38,162,2,10,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,1508,1507,00:01:00:08,00:01:00:07,False,15,57,243,12,36,154,14,84,344,10,40,158,2,9,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,1509,1508,00:01:00:09,00:01:00:08,False,23,63,216,6,30,137,24,86,330,12,38,150,2,5,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,1575,1574,00:01:03:00,00:01:02:24,False,19,79,342,15,64,250,20,104,444,12,62,246,6,24,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,1579,1578,00:01:03:04,00:01:03:03,False,19,55,253,9,43,181,20,94,398,12,38,176,3,22,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,1593,1592,00:01:03:18,00:01:03:17,False,27,106,428,31,103,407,34,130,484,30,124,460,7,24,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,1766,1765,00:01:10:16,00:01:10:15,False,18,68,281,43,165,679,22,98,412,42,162,632,5,23,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,1767,1766,00:01:10:17,00:01:10:16,False,31,104,434,33,133,517,36,106,422,26,100,396,6,16,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,1768,1767,00:01:10:18,00:01:10:17,False,14,72,300,39,141,549,22,92,382,26,116,464,7,24,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,2778,2777,00:01:51:03,00:01:51:02,False,39,153,555,54,207,810,30,120,478,54,212,820,2,11,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,2779,2778,00:01:51:04,00:01:51:03,False,25,92,380,43,171,632,20,110,416,46,182,696,3,12,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,2782,2781,00:01:51:07,00:01:51:06,False,18,86,364,29,103,434,28,126,454,26,106,430,1,2,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,2783,2782,00:01:51:08,00:01:51:07,False,23,86,378,31,118,408,24,114,456,32,124,504,0,1,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,2788,2787,00:01:51:13,00:01:51:12,False,43,125,489,30,108,442,30,106,410,30,126,544,0,7,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,2789,2788,00:01:51:14,00:01:51:13,False,39,135,503,30,126,501,28,116,374,30,114,444,0,8,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,2793,2792,00:01:51:18,00:01:51:17,False,28,86,397,31,123,467,38,118,442,32,122,472,0,2,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,2794,2793,00:01:51:19,00:01:51:18,False,20,100,374,26,99,353,22,108,416,24,98,378,1,3,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,2795,2794,00:01:51:20,00:01:51:19,False,15,78,311,33,125,455,22,110,452,32,118,408,0,1,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,2799,2798,00:01:51:24,00:01:51:23,False,31,120,480,26,106,425,30,122,434,32,138,517,1,6,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,2805,2804,00:01:52:05,00:01:52:04,False,12,75,309,29,98,361,16,86,442,28,100,416,0,2,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,2810,2809,00:01:52:10,00:01:52:09,False,28,110,429,30,123,519,28,112,460,28,112,442,3,10,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,3252,3251,00:02:10:02,00:02:10:01,False,17,74,318,26,123,489,26,100,390,22,84,318,6,17,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,3734,3733,00:02:29:09,00:02:29:08,False,22,91,354,31,95,427,20,56,238,22,88,389,1,5,False
nomicro_nature,Pigeon vs Peregrine Falcon Animals BBC__EXP,3737,3736,00:02:29:12,00:02:29:11,False,21,82,162,22,87,388,12,34,124,26,84,510,0,0,False
nomicro_nature,Running from the Volcano Explosion Scene - Jurassic World 2 ,1188,1187,00:00:47:13,00:00:47:12,False,32,96,389,23,82,320,30,118,496,26,106,400,4,8,False
nomicro_nature,Running from the Volcano Explosion Scene - Jurassic World 2 ,1284,1283,00:00:51:09,00:00:51:08,False,20,80,338,11,21,110,24,106,446,16,54,208,4,16,False
nomicro_nature,Running from the Volcano Explosion Scene - Jurassic World 2 ,1285,1284,00:00:51:10,00:00:51:09,False,21,85,387,7,27,110,18,118,464,10,42,178,5,12,False
nomicro_nature,Running from the Volcano Explosion Scene - Jurassic World 2 ,1981,1980,00:01:19:06,00:01:19:05,False,30,119,358,27,102,396,24,106,434,24,82,322,1,5,False
nomicro_nature,Running from the Volcano Explosion Scene - Jurassic World 2 ,1982,1981,00:01:19:07,00:01:19:06,False,30,120,374,26,95,378,36,108,412,26,88,356,2,5,False
nomicro_nature,Running from the Volcano Explosion Scene - Jurassic World 2 ,1983,1982,00:01:19:08,00:01:19:07,False,26,89,300,18,64,253,28,92,354,16,66,262,0,8,False
nomicro_nature,Running from the Volcano Explosion Scene - Jurassic World 2 ,6695,6694,00:04:27:20,00:04:27:19,False,24,84,256,25,107,416,28,112,410,14,54,220,0,7,False
nomicro_nature,Running from the Volcano Explosion Scene - Jurassic World 2 ,6699,6698,00:04:27:24,00:04:27:23,False,31,85,303,24,107,459,24,118,426,12,50,234,2,9,False
nomicro_nature,Running from the Volcano Explosion Scene - Jurassic World 2 ,6700,6699,00:04:28:00,00:04:27:24,False,28,108,352,15,48,193,18,122,482,8,36,152,2,13,False
nomicro_nature,Running from the Volcano Explosion Scene - Jurassic World 2 ,7246,7245,00:04:49:21,00:04:49:20,False,16,53,174,18,54,181,12,60,258,22,58,206,4,16,False
nomicro_explosions,Salt (2010) - Freeway Chase Scene (310) Movieclips - YouTub__EXP,239,238,00:00:09:23,00:00:09:22,False,41,117,396,28,121,450,32,118,466,26,114,456,0,6,False
nomicro_explosions,Salt (2010) - Freeway Chase Scene (310) Movieclips - YouTub__EXP,240,239,00:00:10:00,00:00:09:23,False,39,131,430,28,119,480,36,124,482,30,114,454,3,13,False
nomicro_explosions,Salt (2010) - Freeway Chase Scene (310) Movieclips - YouTub__EXP,288,287,00:00:12:00,00:00:11:23,False,29,107,383,12,55,188,30,108,474,12,58,236,1,7,False
nomicro_explosions,Salt (2010) - Freeway Chase Scene (310) Movieclips - YouTub__EXP,3556,3555,00:02:28:07,00:02:28:06,False,27,97,314,29,108,426,36,118,316,30,108,410,3,13,False
nomicro_explosions,Salt (2010) - Freeway Chase Scene (310) Movieclips - YouTub__EXP,3557,3556,00:02:28:08,00:02:28:07,False,23,89,321,28,97,405,34,118,276,26,98,376,3,9,False
nomicro_explosions,Salt (2010) - Freeway Chase Scene (310) Movieclips - YouTub__EXP,3744,3743,00:02:36:03,00:02:36:02,False,27,94,337,18,75,302,26,94,392,26,104,410,3,9,False
nomicro_explosions,Salt (2010) - Freeway Chase Scene (310) Movieclips - YouTub__EXP,3842,3841,00:02:40:05,00:02:40:04,False,33,122,510,32,124,503,24,70,146,32,120,508,1,4,False
nomicro_explosions,Salt (2010) - Freeway Chase Scene (310) Movieclips - YouTub__EXP,3844,3843,00:02:40:07,00:02:40:06,False,33,106,394,27,107,432,22,62,118,24,102,422,2,5,False
nomicro_explosions,SpaceX Falcon Heavy- Elon Musk's Engineering Masterpiece - Y,214,213,00:00:07:04,00:00:07:03,False,12,66,287,5,26,107,6,52,232,10,54,216,6,17,False
nomicro_explosions,SpaceX Falcon Heavy- Elon Musk's Engineering Masterpiece - Y,215,214,00:00:07:05,00:00:07:04,False,17,64,237,6,22,110,20,68,288,6,28,120,4,15,False
nomicro_explosions,SpaceX Falcon Heavy- Elon Musk's Engineering Masterpiece - Y,355,354,00:00:11:25,00:00:11:24,False,15,60,209,6,16,96,14,52,200,6,20,90,2,11,False
nomicro_explosions,SpaceX Falcon Heavy- Elon Musk's Engineering Masterpiece - Y,1068,1067,00:00:35:19,00:00:35:18,False,38,137,443,29,134,552,32,128,486,38,146,568,3,9,False
nomicro_explosions,SpaceX Falcon Heavy- Elon Musk's Engineering Masterpiece - Y,1070,1069,00:00:35:21,00:00:35:20,False,21,78,242,31,121,486,32,128,512,32,128,512,0,0,False
nomicro_explosions,SpaceX Falcon Heavy- Elon Musk's Engineering Masterpiece - Y,3676,3675,00:02:02:19,00:02:02:18,False,27,113,386,24,110,465,28,94,372,24,104,408,10,25,False
nomicro_explosions,SpaceX Falcon Heavy- Elon Musk's Engineering Masterpiece - Y,3677,3676,00:02:02:20,00:02:02:19,False,15,82,352,14,30,145,6,52,232,10,57,197,3,16,False
nomicro_explosions,SpaceX Falcon Heavy- Elon Musk's Engineering Masterpiece - Y,3988,3987,00:02:13:01,00:02:13:00,False,22,79,263,23,93,364,30,102,396,26,109,423,3,15,False
nomicro_explosions,SpaceX Falcon Heavy- Elon Musk's Engineering Masterpiece - Y,3991,3990,00:02:13:04,00:02:13:03,False,24,90,285,30,100,360,32,128,512,32,128,510,0,4,False
nomicro_explosions,SpaceX Falcon Heavy- Elon Musk's Engineering Masterpiece - Y,5901,5900,00:03:16:26,00:03:16:25,False,17,37,127,7,19,33,2,32,120,2,4,39,0,0,False
nomicro_explosions,SpaceX Falcon Heavy- Elon Musk's Engineering Masterpiece - Y,5906,5905,00:03:17:01,00:03:17:00,False,39,163,567,3,9,53,30,126,496,2,8,58,0,7,False
nomicro_explosions,SpaceX Falcon Heavy- Elon Musk's Engineering Masterpiece - Y,6720,6719,00:03:44:06,00:03:44:05,False,15,70,346,10,49,198,24,102,484,12,50,214,2,13,False
nomicro_normal,The Best New Google Ads Tricks__EXP,458,457,00:00:19:02,00:00:19:01,False,25,108,453,20,92,338,28,120,480,20,76,350,6,20,False
nomicro_normal,The Best New Google Ads Tricks__EXP,459,458,00:00:19:03,00:00:19:02,False,18,128,592,13,86,362,16,146,606,12,88,352,3,13,False
nomicro_normal,The Best New Google Ads Tricks__EXP,2498,2497,00:01:44:04,00:01:44:03,False,24,78,305,18,62,221,30,124,480,22,58,220,2,8,False
nomicro_explosions,"The Hunger Games Mockingjay, Part 2 (2015) - Explosion at th",2163,2162,00:01:30:05,00:01:30:04,False,28,86,269,17,66,264,20,72,268,20,78,278,4,11,False
nomicro_explosions,"The Hunger Games Mockingjay, Part 2 (2015) - Explosion at th",2165,2164,00:01:30:07,00:01:30:06,False,21,75,285,24,83,326,16,70,320,24,90,368,4,10,False
nomicro_explosions,"The Hunger Games Mockingjay, Part 2 (2015) - Explosion at th",2168,2167,00:01:30:10,00:01:30:09,False,20,85,317,18,64,258,14,82,424,14,48,174,3,10,False
nomicro_explosions,"The Hunger Games Mockingjay, Part 2 (2015) - Explosion at th",2303,2302,00:01:36:01,00:01:36:00,False,13,53,222,6,18,65,6,52,338,0,2,12,0,0,False
nomicro_explosions,"The Hunger Games Mockingjay, Part 2 (2015) - Explosion at th",2308,2307,00:01:36:06,00:01:36:05,False,31,89,314,15,56,208,34,128,516,32,118,465,7,15,False
nomicro_normal,The Trials of Gabriel Fernandez Official__EXP,1148,1147,00:00:47:21,00:00:47:20,False,23,82,366,27,94,344,24,104,296,26,110,366,3,4,False
nomicro_normal,The Trials of Gabriel Fernandez Official__EXP,1152,1151,00:00:48:01,00:00:48:00,False,15,51,253,25,83,344,30,92,260,22,76,362,4,6,False
nomicro_normal,The Trials of Gabriel Fernandez Official__EXP,1405,1404,00:00:58:14,00:00:58:13,False,12,37,143,20,64,266,6,16,38,32,136,550,0,0,False
nomicro_normal,The Trials of Gabriel Fernandez Official__EXP,1406,1405,00:00:58:15,00:00:58:14,False,23,93,365,34,126,525,12,30,116,34,138,548,0,0,False
nomicro_normal,The Trials of Gabriel Fernandez Official__EXP,1468,1467,00:01:01:05,00:01:01:04,False,18,82,281,26,106,454,8,40,112,32,130,510,0,0,False
nomicro_normal,The Trials of Gabriel Fernandez Official__EXP,2991,2990,00:02:04:17,00:02:04:16,False,20,79,264,20,72,266,10,40,110,30,126,480,0,0,False
nomicro_normal,The Trials of Gabriel Fernandez Official__EXP,2993,2992,00:02:04:19,00:02:04:18,False,25,80,243,22,81,310,10,40,124,32,136,548,0,0,False
nomicro_normal,The Trials of Gabriel Fernandez Official__EXP,3267,3266,00:02:16:06,00:02:16:05,False,40,124,583,19,99,443,20,110,458,26,108,480,3,24,False
nomicro_normal,The Trials of Gabriel Fernandez Official__EXP,3269,3268,00:02:16:08,00:02:16:07,False,40,32,254,14,20,90,26,106,516,0,6,24,2,10,False
nomicro_fast_ad,The Weeknd x H&M Spring Icons 2017 - YouTube__EXP,610,609,00:00:24:10,00:00:24:09,False,20,67,277,11,45,186,12,54,290,10,34,136,6,12,False
nomicro_fast_ad,The Weeknd x H&M Spring Icons 2017 - YouTube__EXP,1269,1268,00:00:50:19,00:00:50:18,False,15,72,307,21,81,301,30,116,490,12,50,229,3,11,False
nomicro_fast_ad,The Weeknd x H&M Spring Icons 2017 - YouTube__EXP,1276,1275,00:00:51:01,00:00:51:00,False,17,59,247,20,80,275,12,52,254,8,44,199,4,14,False
nomicro_fast_ad,The Weeknd x H&M Spring Icons 2017 - YouTube__EXP,1281,1280,00:00:51:06,00:00:51:05,False,37,123,423,18,70,273,18,104,438,18,68,283,5,17,False
nomicro_fast_ad,The Weeknd x H&M Spring Icons 2017 - YouTube__EXP,1294,1293,00:00:51:19,00:00:51:18,False,27,100,366,23,75,310,16,84,426,14,63,290,4,13,False
nomicro_fast_ad,The Weeknd x H&M Spring Icons 2017 - YouTube__EXP,1304,1303,00:00:52:04,00:00:52:03,False,17,61,232,30,127,530,26,82,308,24,100,423,3,26,False
nomicro_fast_ad,The Weeknd x H&M Spring Icons 2017 - YouTube__EXP,1309,1308,00:00:52:09,00:00:52:08,False,24,109,391,23,100,402,26,110,514,24,86,327,4,17,False
nomicro_sport,The best triathlon motivation video of the year_EXP,2047,2046,00:01:08:09,00:01:08:08,False,25,101,456,15,63,256,20,108,490,12,64,242,3,6,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,150,149,00:00:05:00,00:00:04:29,False,36,134,514,26,108,437,32,124,488,26,108,418,2,8,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,586,585,00:00:19:16,00:00:19:15,False,30,135,532,37,138,534,34,128,522,34,140,562,0,0,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,587,586,00:00:19:17,00:00:19:16,False,34,129,497,32,115,456,38,126,468,30,114,486,0,0,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,588,587,00:00:19:18,00:00:19:17,False,27,97,408,35,127,500,30,116,502,34,128,496,1,0,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,589,588,00:00:19:19,00:00:19:18,False,28,122,470,26,115,467,26,124,488,22,122,484,1,1,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,591,590,00:00:19:21,00:00:19:20,False,34,143,522,26,89,381,28,108,484,24,102,406,1,0,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,593,592,00:00:19:23,00:00:19:22,False,35,143,536,35,123,475,34,128,524,32,116,486,0,0,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,649,648,00:00:21:19,00:00:21:18,False,28,126,490,27,107,423,30,136,516,24,102,412,0,0,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,652,651,00:00:21:22,00:00:21:21,False,27,126,511,29,110,424,24,126,514,26,114,456,3,11,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,699,698,00:00:23:09,00:00:23:08,False,22,120,509,24,101,445,30,130,496,22,102,426,1,4,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,800,799,00:00:26:20,00:00:26:19,False,22,101,413,9,35,145,4,62,380,8,48,198,0,3,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,801,800,00:00:26:21,00:00:26:20,False,14,89,395,6,20,91,6,56,318,10,36,186,0,3,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,958,957,00:00:31:28,00:00:31:27,False,21,107,489,34,127,522,28,130,514,24,92,380,1,5,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,959,958,00:00:31:29,00:00:31:28,False,26,122,482,49,191,776,34,134,524,42,156,594,3,7,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,1005,1004,00:00:33:15,00:00:33:14,False,31,131,553,21,95,378,28,132,548,20,82,374,0,2,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,1105,1104,00:00:36:25,00:00:36:24,False,35,127,511,42,140,572,32,124,498,40,142,564,1,5,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,1418,1417,00:00:47:08,00:00:47:07,False,38,155,507,42,160,678,30,116,508,42,176,686,0,0,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,2090,2089,00:01:09:20,00:01:09:19,False,25,107,489,25,91,386,16,124,532,26,94,372,0,4,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,2184,2183,00:01:12:24,00:01:12:23,False,31,111,430,31,127,467,32,130,500,36,118,486,0,5,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,2832,2831,00:01:34:12,00:01:34:11,False,26,99,436,26,93,418,32,124,496,24,98,392,0,4,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,2917,2916,00:01:37:07,00:01:37:06,False,28,129,518,16,67,278,16,116,476,20,64,272,1,3,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,3011,3010,00:01:40:11,00:01:40:10,False,29,128,491,42,172,676,32,140,484,40,160,630,0,5,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,4217,4216,00:02:20:17,00:02:20:16,False,27,109,485,29,111,410,24,120,518,30,110,426,3,9,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,4218,4217,00:02:20:18,00:02:20:17,False,20,128,528,28,134,507,32,144,558,34,128,512,0,6,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,4219,4218,00:02:20:19,00:02:20:18,False,36,136,526,42,137,585,34,110,518,38,148,588,0,4,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,4220,4219,00:02:20:20,00:02:20:19,False,40,148,550,27,93,425,34,144,472,24,106,444,0,7,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,4221,4220,00:02:20:21,00:02:20:20,False,36,155,555,26,121,485,34,128,512,26,122,496,0,2,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,5149,5148,00:02:51:19,00:02:51:18,False,18,93,455,13,55,233,16,90,462,10,60,242,0,0,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,5240,5239,00:02:54:20,00:02:54:19,False,31,139,556,35,135,579,36,146,528,38,154,622,2,2,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,5242,5241,00:02:54:22,00:02:54:21,False,31,128,508,29,126,500,34,122,538,34,150,624,1,2,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,5244,5243,00:02:54:24,00:02:54:23,False,28,127,497,27,94,446,32,124,538,28,130,526,0,1,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,6168,6167,00:03:25:18,00:03:25:17,False,39,134,506,29,134,540,34,134,520,40,158,654,0,9,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,7198,7197,00:03:59:28,00:03:59:27,False,28,114,521,30,121,488,22,114,480,32,136,548,2,9,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,7201,7200,00:04:00:01,00:04:00:00,False,43,142,568,47,194,761,36,134,538,44,188,750,0,5,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,8089,8088,00:04:29:19,00:04:29:18,False,31,118,488,32,122,472,32,130,542,28,112,442,6,19,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,8090,8089,00:04:29:20,00:04:29:19,False,19,106,386,29,111,445,32,124,504,28,104,420,3,17,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,8091,8090,00:04:29:21,00:04:29:20,False,12,77,304,19,52,252,26,122,486,20,64,250,2,12,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,8188,8187,00:04:32:28,00:04:32:27,False,27,107,425,23,81,333,14,116,514,24,92,375,5,15,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,8282,8281,00:04:36:02,00:04:36:01,False,32,142,521,47,201,782,42,138,510,50,198,802,0,0,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,8990,8989,00:04:59:20,00:04:59:19,False,26,120,484,17,74,315,18,112,562,18,76,328,0,5,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,9083,9082,00:05:02:23,00:05:02:22,False,30,134,482,34,132,534,36,128,506,28,134,530,2,9,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,9085,9084,00:05:02:25,00:05:02:24,False,31,125,496,31,119,478,30,152,556,26,110,448,4,13,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,9891,9890,00:05:29:21,00:05:29:20,False,36,144,567,42,170,675,26,118,536,44,168,676,0,0,False
nomicro_nature,These Are 10 Fastest Animals On This Planet - YouTube,10358,10357,00:05:45:08,00:05:45:07,False,14,85,319,13,53,230,28,90,396,8,56,224,0,4,False
